LAUS_Area_Code,State,County,Area_Title,,Period,Civilian_Labor_Force,Employed,Unemployed_level,Unemployed_rate,early
CN1200900000000,12,9,Brevard County, FL,10/1/2020,280311,267704,12607,4.5,1
CN1201100000000,12,11,Broward County, FL,10/1/2020,1004367,943593,60774,6.1,1
CN1201300000000,12,13,Calhoun County, FL,10/1/2020,4813,4615,198,4.1,1
CN1201500000000,12,15,Charlotte County, FL,10/1/2020,70727,67296,3431,4.9,1
CN1201700000000,12,17,Citrus County, FL,10/1/2020,45950,43265,2685,5.8,1
CN1201900000000,12,19,Clay County, FL,10/1/2020,106394,102582,3812,3.6,1
CN1202100000000,12,21,Collier County, FL,10/1/2020,175044,167322,7722,4.4,1
CN1202300000000,12,23,Columbia County, FL,10/1/2020,30224,28809,1415,4.7,1
CN1202700000000,12,27,DeSoto County, FL,10/1/2020,14063,13530,533,3.8,1
CN1202900000000,12,29,Dixie County, FL,10/1/2020,6085,5850,235,3.9,1
CN1203100000000,12,31,Duval County, FL,10/1/2020,487511,464098,23413,4.8,1
CN1203300000000,12,33,Escambia County, FL,10/1/2020,144936,137935,7001,4.8,1
CN1203500000000,12,35,Flagler County, FL,10/1/2020,46286,43956,2330,5,1
CN1203700000000,12,37,Franklin County, FL,10/1/2020,4690,4512,178,3.8,1
CN1203900000000,12,39,Gadsden County, FL,10/1/2020,19034,17940,1094,5.7,1
CN1204100000000,12,41,Gilchrist County, FL,10/1/2020,7141,6882,259,3.6,1
CN1204300000000,12,43,Glades County, FL,10/1/2020,5357,5160,197,3.7,1
CN1204500000000,12,45,Gulf County, FL,10/1/2020,5051,4848,203,4,1
CN1204700000000,12,47,Hamilton County, FL,10/1/2020,4363,4096,267,6.1,1
CN1204900000000,12,49,Hardee County, FL,10/1/2020,8560,8159,401,4.7,1
CN1205100000000,12,51,Hendry County, FL,10/1/2020,15842,14932,910,5.7,1
CN1205300000000,12,53,Hernando County, FL,10/1/2020,70995,67101,3894,5.5,1
CN1205500000000,12,55,Highlands County, FL,10/1/2020,34524,32516,2008,5.8,1
CN1205700000000,12,57,Hillsborough County, FL,10/1/2020,750836,714286,36550,4.9,1
CN1205900000000,12,59,Holmes County, FL,10/1/2020,6909,6640,269,3.9,1
CN1206100000000,12,61,Indian River County, FL,10/1/2020,63341,60150,3191,5,1
CN1206300000000,12,63,Jackson County, FL,10/1/2020,17508,16758,750,4.3,1
CN1206500000000,12,65,Jefferson County, FL,10/1/2020,5430,5192,238,4.4,1
CN1206700000000,12,67,Lafayette County, FL,10/1/2020,2815,2711,104,3.7,1
CN1206900000000,12,69,Lake County, FL,10/1/2020,149065,140421,8644,5.8,1
CN1207100000000,12,71,Lee County, FL,10/1/2020,344738,328105,16633,4.8,1
CN1207300000000,12,73,Leon County, FL,10/1/2020,152218,145520,6698,4.4,1
CN1207500000000,12,75,Levy County, FL,10/1/2020,16875,16152,723,4.3,1
CN1207700000000,12,77,Liberty County, FL,10/1/2020,2605,2505,100,3.8,1
CN1207900000000,12,79,Madison County, FL,10/1/2020,7806,7403,403,5.2,1
CN1208100000000,12,81,Manatee County, FL,10/1/2020,175476,167589,7887,4.5,1
CN1208300000000,12,83,Marion County, FL,10/1/2020,139687,132621,7066,5.1,1
CN1208500000000,12,85,Martin County, FL,10/1/2020,71781,69027,2754,3.8,1
CN1208600000000,12,86,Miami-Dade County, FL,10/1/2020,1306434,1195822,110612,8.5,1
CN1208700000000,12,87,Monroe County, FL,10/1/2020,43474,41598,1876,4.3,1
CN1208900000000,12,89,Nassau County, FL,10/1/2020,41475,39991,1484,3.6,1
CN1209100000000,12,91,Okaloosa County, FL,10/1/2020,96526,93209,3317,3.4,1
CN1209300000000,12,93,Okeechobee County, FL,10/1/2020,17345,16636,709,4.1,1
CN1209500000000,12,95,Orange County, FL,10/1/2020,709605,658825,50780,7.2,1
CN1209700000000,12,97,Osceola County, FL,10/1/2020,176122,160624,15498,8.8,1
CN1209900000000,12,99,Palm Beach County, FL,10/1/2020,711009,674585,36424,5.1,1
CN1210100000000,12,101,Pasco County, FL,10/1/2020,237079,225606,11473,4.8,1
CN1210300000000,12,103,Pinellas County, FL,10/1/2020,481495,459378,22117,4.6,1
CN1210500000000,12,105,Polk County, FL,10/1/2020,314930,295321,19609,6.2,1
CN1210700000000,12,107,Putnam County, FL,10/1/2020,26813,25092,1721,6.4,1
CN1210900000000,12,109,St. Johns County, FL,10/1/2020,134141,129748,4393,3.3,1
CN1211100000000,12,111,St. Lucie County, FL,10/1/2020,144153,136418,7735,5.4,1
CN1211300000000,12,113,Santa Rosa County, FL,10/1/2020,82827,79994,2833,3.4,1
CN1211500000000,12,115,Sarasota County, FL,10/1/2020,183358,175364,7994,4.4,1
CN1211700000000,12,117,Seminole County, FL,10/1/2020,232061,220638,11423,4.9,1
CN1211900000000,12,119,Sumter County, FL,10/1/2020,31792,30051,1741,5.5,1
CN1212100000000,12,121,Suwannee County, FL,10/1/2020,17911,17121,790,4.4,1
CN1212300000000,12,123,Taylor County, FL,10/1/2020,8139,7701,438,5.4,1
CN1212500000000,12,125,Union County, FL,10/1/2020,4574,4399,175,3.8,1
CN1212700000000,12,127,Volusia County, FL,10/1/2020,247865,235157,12708,5.1,1
CN1212900000000,12,129,Wakulla County, FL,10/1/2020,15051,14594,457,3,1
CN1213100000000,12,131,Walton County, FL,10/1/2020,32073,30900,1173,3.7,1
CN1213300000000,12,133,Washington County, FL,10/1/2020,9408,9003,405,4.3,1
CN1300100000000,13,1,Appling County, GA,10/1/2020,8983,8632,351,3.9,1
CN1300300000000,13,3,Atkinson County, GA,10/1/2020,4513,4373,140,3.1,1
CN1300500000000,13,5,Bacon County, GA,10/1/2020,4606,4414,192,4.2,1
CN1300700000000,13,7,Baker County, GA,10/1/2020,1137,1080,57,5,1
CN1300900000000,13,9,Baldwin County, GA,10/1/2020,17748,16644,1104,6.2,1
CN1301100000000,13,11,Banks County, GA,10/1/2020,9998,9683,315,3.2,1
CN1301300000000,13,13,Barrow County, GA,10/1/2020,40323,38726,1597,4,1
CN1301500000000,13,15,Bartow County, GA,10/1/2020,49762,47433,2329,4.7,1
CN1301700000000,13,17,Ben Hill County, GA,10/1/2020,5492,5137,355,6.5,1
CN1301900000000,13,19,Berrien County, GA,10/1/2020,7580,7266,314,4.1,1
CN1302100000000,13,21,Bibb County, GA,10/1/2020,68006,63258,4748,7,1
CN1302300000000,13,23,Bleckley County, GA,10/1/2020,4557,4278,279,6.1,1
CN1302500000000,13,25,Brantley County, GA,10/1/2020,7099,6802,297,4.2,1
CN1302700000000,13,27,Brooks County, GA,10/1/2020,7002,6688,314,4.5,1
CN1302900000000,13,29,Bryan County, GA,10/1/2020,18942,18193,749,4,1
CN1303100000000,13,31,Bulloch County, GA,10/1/2020,37955,35898,2057,5.4,1
CN1303300000000,13,33,Burke County, GA,10/1/2020,9134,8555,579,6.3,1
CN1303500000000,13,35,Butts County, GA,10/1/2020,10817,10248,569,5.3,1
CN1303700000000,13,37,Calhoun County, GA,10/1/2020,2211,2114,97,4.4,1
CN1303900000000,13,39,Camden County, GA,10/1/2020,21413,20633,780,3.6,1
CN1304300000000,13,43,Candler County, GA,10/1/2020,5700,5463,237,4.2,1
CN1304500000000,13,45,Carroll County, GA,10/1/2020,54782,51979,2803,5.1,1
CN1304700000000,13,47,Catoosa County, GA,10/1/2020,32968,32013,955,2.9,1
CN1304900000000,13,49,Charlton County, GA,10/1/2020,4882,4744,138,2.8,1
CN1305100000000,13,51,Chatham County, GA,10/1/2020,142104,133232,8872,6.2,1
CN1305300000000,13,53,Chattahoochee County, GA,10/1/2020,1992,1889,103,5.2,1
CN1305500000000,13,55,Chattooga County, GA,10/1/2020,9657,9074,583,6,1
CN1305700000000,13,57,Cherokee County, GA,10/1/2020,133859,129036,4823,3.6,1
CN1305900000000,13,59,Clarke County, GA,10/1/2020,59075,55924,3151,5.3,1
CN1306100000000,13,61,Clay County, GA,10/1/2020,891,796,95,10.7,1
CN1306300000000,13,63,Clayton County, GA,10/1/2020,141198,127527,13671,9.7,1
CN1306500000000,13,65,Clinch County, GA,10/1/2020,2977,2877,100,3.4,1
CN1306700000000,13,67,Cobb County, GA,10/1/2020,417339,397306,20033,4.8,1
CN1306900000000,13,69,Coffee County, GA,10/1/2020,19231,18271,960,5,1
CN1307100000000,13,71,Colquitt County, GA,10/1/2020,22370,21478,892,4,1
CN1307300000000,13,73,Columbia County, GA,10/1/2020,75434,73066,2368,3.1,1
CN1307500000000,13,75,Cook County, GA,10/1/2020,8214,7875,339,4.1,1
CN1307700000000,13,77,Coweta County, GA,10/1/2020,74196,70637,3559,4.8,1
CN1307900000000,13,79,Crawford County, GA,10/1/2020,5529,5278,251,4.5,1
CN1308100000000,13,81,Crisp County, GA,10/1/2020,9644,8873,771,8,1
CN1308300000000,13,83,Dade County, GA,10/1/2020,8023,7788,235,2.9,1
CN1308500000000,13,85,Dawson County, GA,10/1/2020,12425,11985,440,3.5,1
CN1308700000000,13,87,Decatur County, GA,10/1/2020,11353,10853,500,4.4,1
CN1308900000000,13,89,DeKalb County, GA,10/1/2020,398899,370910,27989,7,1
CN1309100000000,13,91,Dodge County, GA,10/1/2020,7044,6693,351,5,1
CN1309300000000,13,93,Dooly County, GA,10/1/2020,4880,4529,351,7.2,1
CN1309500000000,13,95,Dougherty County, GA,10/1/2020,38049,34887,3162,8.3,1
CN1309700000000,13,97,Douglas County, GA,10/1/2020,72845,68175,4670,6.4,1
CN1309900000000,13,99,Early County, GA,10/1/2020,4456,4197,259,5.8,1
CN1310100000000,13,101,Echols County, GA,10/1/2020,1929,1865,64,3.3,1
CN1310300000000,13,103,Effingham County, GA,10/1/2020,31783,30556,1227,3.9,1
CN1310500000000,13,105,Elbert County, GA,10/1/2020,7980,7480,500,6.3,1
CN1310700000000,13,107,Emanuel County, GA,10/1/2020,8603,8012,591,6.9,1
CN1310900000000,13,109,Evans County, GA,10/1/2020,5139,4907,232,4.5,1
CN1311100000000,13,111,Fannin County, GA,10/1/2020,11318,10954,364,3.2,1
CN1311300000000,13,113,Fayette County, GA,10/1/2020,56741,54342,2399,4.2,1
CN1311500000000,13,115,Floyd County, GA,10/1/2020,43640,41634,2006,4.6,1
CN1311700000000,13,117,Forsyth County, GA,10/1/2020,121568,117504,4064,3.3,1
CN1311900000000,13,119,Franklin County, GA,10/1/2020,9941,9486,455,4.6,1
CN1312100000000,13,121,Fulton County, GA,10/1/2020,561387,522016,39371,7,1
CN1312300000000,13,123,Gilmer County, GA,10/1/2020,12155,11761,394,3.2,1
CN1312500000000,13,125,Glascock County, GA,10/1/2020,1253,1216,37,3,1
CN1312700000000,13,127,Glynn County, GA,10/1/2020,38430,36453,1977,5.1,1
CN1312900000000,13,129,Gordon County, GA,10/1/2020,28425,27283,1142,4,1
CN1313100000000,13,131,Grady County, GA,10/1/2020,10708,10316,392,3.7,1
CN1313300000000,13,133,Greene County, GA,10/1/2020,7012,6653,359,5.1,1
CN1313500000000,13,135,Gwinnett County, GA,10/1/2020,484749,459684,25065,5.2,1
CN1313700000000,13,137,Habersham County, GA,10/1/2020,18587,17813,774,4.2,1
CN1313900000000,13,139,Hall County, GA,10/1/2020,103540,99951,3589,3.5,1
CN1314100000000,13,141,Hancock County, GA,10/1/2020,2549,2332,217,8.5,1
CN1314300000000,13,143,Haralson County, GA,10/1/2020,12328,11757,571,4.6,1
CN1314500000000,13,145,Harris County, GA,10/1/2020,16575,16030,545,3.3,1
CN1314700000000,13,147,Hart County, GA,10/1/2020,11487,10989,498,4.3,1
CN1314900000000,13,149,Heard County, GA,10/1/2020,5135,4886,249,4.8,1
CN1315100000000,13,151,Henry County, GA,10/1/2020,115846,108577,7269,6.3,1
CN1315300000000,13,153,Houston County, GA,10/1/2020,71350,68170,3180,4.5,1
CN1315500000000,13,155,Irwin County, GA,10/1/2020,3530,3370,160,4.5,1
CN1315700000000,13,157,Jackson County, GA,10/1/2020,41031,39721,1310,3.2,1
CN1315900000000,13,159,Jasper County, GA,10/1/2020,6823,6543,280,4.1,1
CN1316100000000,13,161,Jeff Davis County, GA,10/1/2020,6076,5819,257,4.2,1
CN1316300000000,13,163,Jefferson County, GA,10/1/2020,6647,6250,397,6,1
CN1316500000000,13,165,Jenkins County, GA,10/1/2020,3275,3096,179,5.5,1
CN1316700000000,13,167,Johnson County, GA,10/1/2020,4094,3927,167,4.1,1
CN1316900000000,13,169,Jones County, GA,10/1/2020,13420,12920,500,3.7,1
CN1317100000000,13,171,Lamar County, GA,10/1/2020,8059,7629,430,5.3,1
CN1317300000000,13,173,Lanier County, GA,10/1/2020,3814,3654,160,4.2,1
CN1317500000000,13,175,Laurens County, GA,10/1/2020,19742,18679,1063,5.4,1
CN1317700000000,13,177,Lee County, GA,10/1/2020,14806,14255,551,3.7,1
CN1317900000000,13,179,Liberty County, GA,10/1/2020,25937,24555,1382,5.3,1
CN1318100000000,13,181,Lincoln County, GA,10/1/2020,3535,3379,156,4.4,1
CN1318300000000,13,183,Long County, GA,10/1/2020,8204,7917,287,3.5,1
CN1318500000000,13,185,Lowndes County, GA,10/1/2020,52839,50139,2700,5.1,1
CN1318700000000,13,187,Lumpkin County, GA,10/1/2020,16634,16084,550,3.3,1
CN1318900000000,13,189,McDuffie County, GA,10/1/2020,8755,8202,553,6.3,1
CN1319100000000,13,191,McIntosh County, GA,10/1/2020,6005,5724,281,4.7,1
CN1319300000000,13,193,Macon County, GA,10/1/2020,4675,4336,339,7.3,1
CN1319500000000,13,195,Madison County, GA,10/1/2020,13183,12662,521,4,1
CN1319700000000,13,197,Marion County, GA,10/1/2020,3216,3084,132,4.1,1
CN1319900000000,13,199,Meriwether County, GA,10/1/2020,8850,8218,632,7.1,1
CN1320100000000,13,201,Miller County, GA,10/1/2020,2766,2674,92,3.3,1
CN1320500000000,13,205,Mitchell County, GA,10/1/2020,8254,7737,517,6.3,1
CN1320700000000,13,207,Monroe County, GA,10/1/2020,12789,12242,547,4.3,1
CN1320900000000,13,209,Montgomery County, GA,10/1/2020,3953,3775,178,4.5,1
CN1321100000000,13,211,Morgan County, GA,10/1/2020,9212,8823,389,4.2,1
CN1321300000000,13,213,Murray County, GA,10/1/2020,15357,14550,807,5.3,1
CN1321500000000,13,215,Muscogee County, GA,10/1/2020,77648,72406,5242,6.8,1
CN1321700000000,13,217,Newton County, GA,10/1/2020,52256,49060,3196,6.1,1
CN1321900000000,13,219,Oconee County, GA,10/1/2020,19538,19024,514,2.6,1
CN1322100000000,13,221,Oglethorpe County, GA,10/1/2020,6879,6627,252,3.7,1
CN1322300000000,13,223,Paulding County, GA,10/1/2020,85765,82126,3639,4.2,1
CN1322500000000,13,225,Peach County, GA,10/1/2020,12068,11321,747,6.2,1
CN1322700000000,13,227,Pickens County, GA,10/1/2020,15010,14470,540,3.6,1
CN1322900000000,13,229,Pierce County, GA,10/1/2020,8587,8261,326,3.8,1
CN1323100000000,13,231,Pike County, GA,10/1/2020,8767,8436,331,3.8,1
CN1323300000000,13,233,Polk County, GA,10/1/2020,18501,17658,843,4.6,1
CN1323500000000,13,235,Pulaski County, GA,10/1/2020,4047,3879,168,4.2,1
CN1323700000000,13,237,Putnam County, GA,10/1/2020,8227,7807,420,5.1,1
CN1323900000000,13,239,Quitman County, GA,10/1/2020,792,752,40,5.1,1
CN1324100000000,13,241,Rabun County, GA,10/1/2020,7312,7050,262,3.6,1
CN1324300000000,13,243,Randolph County, GA,10/1/2020,2507,2380,127,5.1,1
CN1324500000000,13,245,Richmond County, GA,10/1/2020,86216,80479,5737,6.7,1
CN1324700000000,13,247,Rockdale County, GA,10/1/2020,44340,41409,2931,6.6,1
CN1324900000000,13,249,Schley County, GA,10/1/2020,2171,2089,82,3.8,1
CN1325100000000,13,251,Screven County, GA,10/1/2020,5142,4780,362,7,1
CN1325300000000,13,253,Seminole County, GA,10/1/2020,3058,2931,127,4.2,1
CN1325500000000,13,255,Spalding County, GA,10/1/2020,28546,26631,1915,6.7,1
CN1325700000000,13,257,Stephens County, GA,10/1/2020,10470,9938,532,5.1,1
CN1325900000000,13,259,Stewart County, GA,10/1/2020,2519,2384,135,5.4,1
CN1326100000000,13,261,Sumter County, GA,10/1/2020,12688,11782,906,7.1,1
CN1326300000000,13,263,Talbot County, GA,10/1/2020,2777,2616,161,5.8,1
CN1326500000000,13,265,Taliaferro County, GA,10/1/2020,522,492,30,5.7,1
CN1326700000000,13,267,Tattnall County, GA,10/1/2020,9612,9271,341,3.5,1
CN1326900000000,13,269,Taylor County, GA,10/1/2020,2797,2607,190,6.8,1
CN1327100000000,13,271,Telfair County, GA,10/1/2020,3737,3423,314,8.4,1
CN1327300000000,13,273,Terrell County, GA,10/1/2020,3540,3274,266,7.5,1
CN1327500000000,13,275,Thomas County, GA,10/1/2020,17076,16138,938,5.5,1
CN1327700000000,13,277,Tift County, GA,10/1/2020,20885,19971,914,4.4,1
CN1327900000000,13,279,Toombs County, GA,10/1/2020,12225,11595,630,5.2,1
CN1328100000000,13,281,Towns County, GA,10/1/2020,4007,3822,185,4.6,1
CN1328300000000,13,283,Treutlen County, GA,10/1/2020,2760,2629,131,4.7,1
CN1328500000000,13,285,Troup County, GA,10/1/2020,37530,35396,2134,5.7,1
CN1328700000000,13,287,Turner County, GA,10/1/2020,3298,3063,235,7.1,1
CN1328900000000,13,289,Twiggs County, GA,10/1/2020,2774,2608,166,6,1
CN1329100000000,13,291,Union County, GA,10/1/2020,10579,10249,330,3.1,1
CN1329300000000,13,293,Upson County, GA,10/1/2020,11360,10734,626,5.5,1
CN1329500000000,13,295,Walker County, GA,10/1/2020,30923,29855,1068,3.5,1
CN1329700000000,13,297,Walton County, GA,10/1/2020,45165,43224,1941,4.3,1
CN1329900000000,13,299,Ware County, GA,10/1/2020,15391,14677,714,4.6,1
CN1330100000000,13,301,Warren County, GA,10/1/2020,2663,2515,148,5.6,1
CN1330300000000,13,303,Washington County, GA,10/1/2020,6954,6528,426,6.1,1
CN1330500000000,13,305,Wayne County, GA,10/1/2020,11676,11139,537,4.6,1
CN1330700000000,13,307,Webster County, GA,10/1/2020,1010,959,51,5,1
CN1330900000000,13,309,Wheeler County, GA,10/1/2020,1595,1507,88,5.5,1
CN1331100000000,13,311,White County, GA,10/1/2020,16529,16049,480,2.9,1
CN1331300000000,13,313,Whitfield County, GA,10/1/2020,43318,41170,2148,5,1
CN1331500000000,13,315,Wilcox County, GA,10/1/2020,2802,2652,150,5.4,1
CN1331700000000,13,317,Wilkes County, GA,10/1/2020,3676,3455,221,6,1
CN1331900000000,13,319,Wilkinson County, GA,10/1/2020,3814,3628,186,4.9,1
CN1332100000000,13,321,Worth County, GA,10/1/2020,8900,8458,442,5,1
CN1500100000000,15,1,Hawaii County, HI,10/1/2020,88358,76634,11724,13.3,0
CN1500300000000,15,3,Honolulu County/city, HI,10/1/2020,434818,381563,53255,12.2,0
CN1500700000000,15,7,Kauai County, HI,10/1/2020,34612,27919,6693,19.3,0
CN1500900000000,15,9,Maui County, HI,10/1/2020,80986,63006,17980,22.2,0
CN1600100000000,16,1,Ada County, ID,10/1/2020,257089,245743,11346,4.4,1
CN1600300000000,16,3,Adams County, ID,10/1/2020,1752,1630,122,7,1
CN1600500000000,16,5,Bannock County, ID,10/1/2020,43454,41714,1740,4,1
CN1600700000000,16,7,Bear Lake County, ID,10/1/2020,3191,3097,94,2.9,1
CN1600900000000,16,9,Benewah County, ID,10/1/2020,4104,3889,215,5.2,1
CN1601100000000,16,11,Bingham County, ID,10/1/2020,25348,24579,769,3,1
CN1601300000000,16,13,Blaine County, ID,10/1/2020,12242,11597,645,5.3,1
CN1601500000000,16,15,Boise County, ID,10/1/2020,3579,3346,233,6.5,1
CN1601700000000,16,17,Bonner County, ID,10/1/2020,20881,19675,1206,5.8,1
CN1601900000000,16,19,Bonneville County, ID,10/1/2020,59180,57195,1985,3.4,1
CN1602100000000,16,21,Boundary County, ID,10/1/2020,5563,5303,260,4.7,1
CN1602300000000,16,23,Butte County, ID,10/1/2020,1471,1426,45,3.1,1
CN1602500000000,16,25,Camas County, ID,10/1/2020,713,691,22,3.1,1
CN1602700000000,16,27,Canyon County, ID,10/1/2020,106191,101176,5015,4.7,1
CN1602900000000,16,29,Caribou County, ID,10/1/2020,4371,4243,128,2.9,1
CN1603100000000,16,31,Cassia County, ID,10/1/2020,13221,12839,382,2.9,1
CN1603300000000,16,33,Clark County, ID,10/1/2020,415,404,11,2.7,1
CN1603500000000,16,35,Clearwater County, ID,10/1/2020,3033,2838,195,6.4,1
CN1603700000000,16,37,Custer County, ID,10/1/2020,2279,2188,91,4,1
CN1603900000000,16,39,Elmore County, ID,10/1/2020,12040,11570,470,3.9,1
CN1604100000000,16,41,Franklin County, ID,10/1/2020,7382,7175,207,2.8,1
CN1604300000000,16,43,Fremont County, ID,10/1/2020,8880,8663,217,2.4,1
CN1604500000000,16,45,Gem County, ID,10/1/2020,8479,8052,427,5,1
CN1604700000000,16,47,Gooding County, ID,10/1/2020,8444,8174,270,3.2,1
CN1604900000000,16,49,Idaho County, ID,10/1/2020,6792,6432,360,5.3,1
CN1605100000000,16,51,Jefferson County, ID,10/1/2020,14678,14265,413,2.8,1
CN1605300000000,16,53,Jerome County, ID,10/1/2020,12433,12026,407,3.3,1
CN1605500000000,16,55,Kootenai County, ID,10/1/2020,81773,77505,4268,5.2,1
CN1605700000000,16,57,Latah County, ID,10/1/2020,19992,19204,788,3.9,1
CN1605900000000,16,59,Lemhi County, ID,10/1/2020,3675,3496,179,4.9,1
CN1606100000000,16,61,Lewis County, ID,10/1/2020,1686,1589,97,5.8,1
CN1606300000000,16,63,Lincoln County, ID,10/1/2020,2739,2627,112,4.1,1
CN1606500000000,16,65,Madison County, ID,10/1/2020,24185,23623,562,2.3,1
CN1606700000000,16,67,Minidoka County, ID,10/1/2020,12292,11941,351,2.9,1
CN1606900000000,16,69,Nez Perce County, ID,10/1/2020,20584,19809,775,3.8,1
CN1607100000000,16,71,Oneida County, ID,10/1/2020,2401,2325,76,3.2,1
CN1607300000000,16,73,Owyhee County, ID,10/1/2020,5424,5176,248,4.6,1
CN1607500000000,16,75,Payette County, ID,10/1/2020,12166,11662,504,4.1,1
CN1607700000000,16,77,Power County, ID,10/1/2020,4873,4744,129,2.6,1
CN1607900000000,16,79,Shoshone County, ID,10/1/2020,5320,4931,389,7.3,1
CN1608100000000,16,81,Teton County, ID,10/1/2020,6974,6702,272,3.9,1
CN1608300000000,16,83,Twin Falls County, ID,10/1/2020,41730,40021,1709,4.1,1
CN1608500000000,16,85,Valley County, ID,10/1/2020,5485,5186,299,5.5,1
CN1608700000000,16,87,Washington County, ID,10/1/2020,4855,4662,193,4,1
CN1700100000000,17,1,Adams County, IL,10/1/2020,32899,31472,1427,4.3,0
CN1700300000000,17,3,Alexander County, IL,10/1/2020,2023,1864,159,7.9,0
CN1700500000000,17,5,Bond County, IL,10/1/2020,7955,7585,370,4.7,0
CN1700700000000,17,7,Boone County, IL,10/1/2020,26043,24425,1618,6.2,0
CN1700900000000,17,9,Brown County, IL,10/1/2020,3224,3144,80,2.5,0
CN1701100000000,17,11,Bureau County, IL,10/1/2020,17303,16475,828,4.8,0
CN1701300000000,17,13,Calhoun County, IL,10/1/2020,2335,2235,100,4.3,0
CN1701500000000,17,15,Carroll County, IL,10/1/2020,8004,7612,392,4.9,0
CN1701700000000,17,17,Cass County, IL,10/1/2020,6143,5868,275,4.5,0
CN1701900000000,17,19,Champaign County, IL,10/1/2020,118292,112451,5841,4.9,0
CN1702100000000,17,21,Christian County, IL,10/1/2020,14364,13569,795,5.5,0
CN1702300000000,17,23,Clark County, IL,10/1/2020,7838,7488,350,4.5,0
CN1702500000000,17,25,Clay County, IL,10/1/2020,6497,6174,323,5,0
CN1702700000000,17,27,Clinton County, IL,10/1/2020,20850,20114,736,3.5,0
CN1702900000000,17,29,Coles County, IL,10/1/2020,24661,23278,1383,5.6,0
CN1703100000000,17,31,Cook County, IL,10/1/2020,2507158,2263989,243169,9.7,0
CN1703300000000,17,33,Crawford County, IL,10/1/2020,8943,8535,408,4.6,0
CN1703500000000,17,35,Cumberland County, IL,10/1/2020,6413,6167,246,3.8,0
CN1703700000000,17,37,DeKalb County, IL,10/1/2020,55285,51945,3340,6,0
CN1703900000000,17,39,De Witt County, IL,10/1/2020,7656,7297,359,4.7,0
CN1704100000000,17,41,Douglas County, IL,10/1/2020,10728,10313,415,3.9,0
CN1704300000000,17,43,DuPage County, IL,10/1/2020,477548,446967,30581,6.4,0
CN1704500000000,17,45,Edgar County, IL,10/1/2020,9450,9083,367,3.9,0
CN1704700000000,17,47,Edwards County, IL,10/1/2020,2823,2696,127,4.5,0
CN1704900000000,17,49,Effingham County, IL,10/1/2020,20211,19379,832,4.1,0
